Title,Year,Rating,Description,Poster URL,Page URL
E.T. the Extra-Terrestrial,N/A,N/A,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",https://a.ltrbxd.com/resized/sm/upload/t7/xj/b0/1b/e.t.-1200-1200-675-675-crop-000000.jpg?v=e619218425,https://letterboxd.com/film/et-the-extra-terrestrial/
One Flew Over the Cuckoo's Nest,N/A,N/A,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",https://a.ltrbxd.com/resized/sm/upload/9q/8o/xb/41/one-flew-over-cuckoos-nest-1200-1200-675-675-crop-000000.jpg?v=916dc22c43,https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/
Cruella,N/A,N/A,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella. ×",https://a.ltrbxd.com/resized/sm/upload/yf/f6/tj/su/cruella-1200-1200-675-675-crop-000000.jpg?v=155d92b041,https://letterboxd.com/film/cruella/
May December,N/A,N/A,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",https://a.ltrbxd.com/resized/sm/upload/r3/ll/he/8n/97MOhHIgU6ZdLcB9DrAhx3WAqrU-1200-1200-675-675-crop-000000.jpg?v=0e7320df4c,https://letterboxd.com/film/may-december/
Furiosa: A Mad Max Saga,N/A,N/A,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home.",https://a.ltrbxd.com/resized/sm/upload/95/76/5q/dp/furiosa-1200-1200-675-675-crop-000000.jpg?v=f7e0fda05f,https://letterboxd.com/film/furiosa-a-mad-max-saga/
Ponyo,N/A,N/A,"When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",https://a.ltrbxd.com/resized/sm/upload/6o/0g/oh/t0/ponyo-1200-1200-675-675-crop-000000.jpg?v=94af09132b,https://letterboxd.com/film/ponyo/
Kiki's Delivery Service,N/A,N/A,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",https://a.ltrbxd.com/resized/sm/upload/51/5v/eu/fn/kikis-delivery-service-1200-1200-675-675-crop-000000.jpg?v=426a2bd8ae,https://letterboxd.com/film/kikis-delivery-service/
13 Going on 30,N/A,N/A,"A girl who’s sick of the social strictures of junior high is transformed into a grownup overnight. In this feel-good fairy tale, teenager Jenna wants a boyfriend, and when she’s unable to find one, she fantasizes about being a well-adjusted adult. Suddenly, her secret desire becomes a reality, and she is transformed into a 30-year-old, but adulthood, with its own set of male-female challenges, isn’t as easy as it looks.",https://a.ltrbxd.com/resized/sm/upload/9j/o0/n4/0a/13-going-on-30-1200-1200-675-675-crop-000000.jpg?v=f6fb144157,https://letterboxd.com/film/13-going-on-30/
Stand by Me,N/A,N/A,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys’ adventure evolves into a defining event in their lives.",https://a.ltrbxd.com/resized/sm/upload/kv/9l/ks/8f/stand-by-me-1200-1200-675-675-crop-000000.jpg?v=3617274520,https://letterboxd.com/film/stand-by-me/
Before Sunset,N/A,N/A,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",https://a.ltrbxd.com/resized/sm/upload/ik/cm/c9/of/before-sunset-1200-1200-675-675-crop-000000.jpg?v=d557e99714,https://letterboxd.com/film/before-sunset/
Kung Fu Panda,N/A,N/A,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the “chosen one” and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won’t be easy. It’s up to Master Shifu and the Furious Five – Tigress, Crane, Mantis, Viper and Monkey – to give it a try.",https://a.ltrbxd.com/resized/sm/upload/q8/hk/5s/lu/kung-fu-panda-110-1200-1200-675-675-crop-000000.jpg?v=8d62e7df56,https://letterboxd.com/film/kung-fu-panda/
Beetlejuice,N/A,N/A,A newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.,https://a.ltrbxd.com/resized/sm/upload/ou/84/wb/en/beetlejuice-1200-1200-675-675-crop-000000.jpg?v=34e9ad1e38,https://letterboxd.com/film/beetlejuice/
The Exorcist,N/A,N/A,"When a charming 12-year-old girl takes on the characteristics and voices of others, doctors say there is nothing they can do. As people begin to die, the girl’s mother realizes her daughter has been possessed by the devil–and that her daughter’s only possible hope lies with two priests and the ancient rite of demonic exorcism.",https://a.ltrbxd.com/resized/sm/upload/p4/8q/jq/cc/the-exorcist-1200-1200-675-675-crop-000000.jpg?v=1e9adb721a,https://letterboxd.com/film/the-exorcist/
The Hunger Games: Mockingjay – Part 2,N/A,N/A,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games. ×",https://a.ltrbxd.com/resized/sm/upload/nt/h0/tn/ff/the-hunger-games-mockingjay-part-2-1200-1200-675-675-crop-000000.jpg?v=2644c829fe,https://letterboxd.com/film/the-hunger-games-mockingjay-part-2/
Manchester by the Sea,N/A,N/A,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised.",https://a.ltrbxd.com/resized/sm/upload/ht/my/nd/6c/manchester-by-the-sea-1200-1200-675-675-crop-000000.jpg?v=64f5d306a4,https://letterboxd.com/film/manchester-by-the-sea/
Train to Busan,N/A,N/A,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",https://a.ltrbxd.com/resized/sm/upload/11/sk/ys/wg/train-to-busan-1200-1200-675-675-crop-000000.jpg?v=e747d81711,https://letterboxd.com/film/train-to-busan/
Heat,N/A,N/A,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,https://a.ltrbxd.com/resized/sm/upload/el/67/4q/wu/heat-1200-1200-675-675-crop-000000.jpg?v=008253481d,https://letterboxd.com/film/heat-1995/
A Star Is Born,N/A,N/A,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally’s career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",https://a.ltrbxd.com/resized/sm/upload/8l/86/r3/zo/star-is-born-1200-1200-675-675-crop-000000.jpg?v=93149469ef,https://letterboxd.com/film/a-star-is-born-2018/
Annihilation,N/A,N/A,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don’t apply.",https://a.ltrbxd.com/resized/sm/upload/ph/qw/74/4d/annihilation-1200-1200-675-675-crop-000000.jpg?v=33f21c9a10,https://letterboxd.com/film/annihilation/
The Big Short,N/A,N/A,The men who made millions from a global economic meltdown.,https://a.ltrbxd.com/resized/sm/upload/fg/wv/pk/5j/the-big-short-1200-1200-675-675-crop-000000.jpg?v=9b33b7a56f,https://letterboxd.com/film/the-big-short/
The Imitation Game,N/A,N/A,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain’s top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",https://a.ltrbxd.com/resized/sm/upload/qs/7f/ft/0u/the-imitation-game-1200-1200-675-675-crop-000000.jpg?v=3cec35914a,https://letterboxd.com/film/the-imitation-game/
The Amazing Spider-Man 2,N/A,N/A,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",https://a.ltrbxd.com/resized/sm/upload/8g/vh/5j/hp/the-amazing-spider-man-2-1200-1200-675-675-crop-000000.jpg?v=365c496a70,https://letterboxd.com/film/the-amazing-spider-man-2/
Easy A,N/A,N/A,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school’s gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all. ×",https://a.ltrbxd.com/resized/sm/upload/zr/9p/3j/wo/easy-a-1200-1200-675-675-crop-000000.jpg?v=d731f15e59,https://letterboxd.com/film/easy-a/
Venom,N/A,N/A,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",https://a.ltrbxd.com/resized/sm/upload/re/nm/sa/19/venom-1200-1200-675-675-crop-000000.jpg?v=43773bc414,https://letterboxd.com/film/venom-2018/
Full Metal Jacket,N/A,N/A,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://a.ltrbxd.com/resized/sm/upload/zi/ef/y7/yk/fmj-1200-1200-675-675-crop-000000.jpg?v=193e54c1ae,https://letterboxd.com/film/full-metal-jacket/
Chungking Express,N/A,N/A,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",https://a.ltrbxd.com/resized/sm/upload/l9/bc/l9/1k/chungking-1200-1200-675-675-crop-000000.jpg?v=0c36cc7f71,https://letterboxd.com/film/chungking-express/
Fallen Angels,N/A,N/A,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",https://a.ltrbxd.com/resized/sm/upload/mr/p7/cy/5h/fallen-angels-1200-1200-675-675-crop-000000.jpg?v=b79bc8eb91,https://letterboxd.com/film/fallen-angels/
Smile,N/A,N/A,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can’t explain.",https://a.ltrbxd.com/resized/sm/upload/g3/3v/7h/iy/mVNPfpydornVe4H4UCIk7WevWjf-1200-1200-675-675-crop-000000.jpg?v=c083b7926c,https://letterboxd.com/film/smile-2022/
Wonder Woman,N/A,N/A,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,https://a.ltrbxd.com/resized/sm/upload/td/xv/mp/of/hA5oCgvgCxj5MEWcLpjXXTwEANF-1200-1200-675-675-crop-000000.jpg?v=351d3f5525,https://letterboxd.com/film/wonder-woman-2017/
Free Guy,N/A,N/A,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it’s too late.",https://a.ltrbxd.com/resized/sm/upload/vv/co/4p/ck/free%20guy-1200-1200-675-675-crop-000000.jpg?v=3780d36fa1,https://letterboxd.com/film/free-guy/
Casablanca,N/A,N/A,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",https://a.ltrbxd.com/resized/sm/upload/n5/my/ok/gp/casablanca-1200-1200-675-675-crop-000000.jpg?v=4292711d08,https://letterboxd.com/film/casablanca/
Toy Story 4,N/A,N/A,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that’s Andy or Bonnie. But when Bonnie adds a reluctant new toy called “Forky” to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",https://a.ltrbxd.com/resized/sm/upload/n0/pm/dg/i0/toy-story-4-1200-1200-675-675-crop-000000.jpg?v=3c1d68c215,https://letterboxd.com/film/toy-story-4/
The Green Mile,N/A,N/A,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people’s ailments. When the cell block’s head guard, Paul Edgecomb, recognizes Coffey’s miraculous gift, he tries desperately to help stave off the condemned man’s execution.",https://a.ltrbxd.com/resized/sm/upload/1x/yu/fy/j3/the-green-mile-1200-1200-675-675-crop-000000.jpg?v=e7219bc4be,https://letterboxd.com/film/the-green-mile/
School of Rock,N/A,N/A,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock ’n’ roll. The school’s hard-nosed principal is rightly suspicious of Finn’s activities. But Finn’s roommate remains in the dark about what he’s doing.",https://a.ltrbxd.com/resized/sm/upload/vf/yb/9d/an/school-of-rock-1200-1200-675-675-crop-000000.jpg?v=eccf413ad4,https://letterboxd.com/film/school-of-rock/
Memories of Murder,N/A,N/A,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation’s first series of rape-and-murder cases.",https://a.ltrbxd.com/resized/sm/upload/5c/ur/ei/1h/memories-of-murder-1200-1200-675-675-crop-000000.jpg?v=fcadf1c12c,https://letterboxd.com/film/memories-of-murder/
Grave of the Fireflies,N/A,N/A,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",https://a.ltrbxd.com/resized/sm/upload/9v/zy/xh/u3/grave-of-fireflies-1200-1200-675-675-crop-000000.jpg?v=adde23c8bd,https://letterboxd.com/film/grave-of-the-fireflies/
The Fabelmans,N/A,N/A,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",https://a.ltrbxd.com/resized/sm/upload/oi/nc/rl/26/fabel-1200-1200-675-675-crop-000000.jpg?v=00f46d5132,https://letterboxd.com/film/the-fabelmans/
The Lego Movie,N/A,N/A,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",https://a.ltrbxd.com/resized/sm/upload/7y/mf/t9/32/lego-movie-1200-1200-675-675-crop-000000.jpg?v=76d3cbc957,https://letterboxd.com/film/the-lego-movie/
Ant-Man and the Wasp,N/A,N/A,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",https://a.ltrbxd.com/resized/sm/upload/rl/86/k0/y9/ant-man-and-wasp-1200-1200-675-675-crop-000000.jpg?v=e4b20f258f,https://letterboxd.com/film/ant-man-and-the-wasp/
Top Gun,N/A,N/A,"For Lieutenant Pete ‘Maverick’ Mitchell and his friend and co-pilot Nick ‘Goose’ Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete’s dreams of becoming an ace pilot.",https://a.ltrbxd.com/resized/sm/upload/eh/rw/wn/m1/top-gun-1200-1200-675-675-crop-000000.jpg?v=f96ff005a6,https://letterboxd.com/film/top-gun/
Palm Springs,N/A,N/A,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",https://a.ltrbxd.com/resized/sm/upload/xz/2a/8y/83/palm-springs-1200-1200-675-675-crop-000000.jpg?v=12778b0124,https://letterboxd.com/film/palm-springs-2020/
Frances Ha,N/A,N/A,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",https://a.ltrbxd.com/resized/sm/upload/eo/w6/w1/7w/4DACCDBE-4318-4E7A-BFB8-4150FA796966-1200-1200-675-675-crop-000000.jpg?v=fe409ae7cf,https://letterboxd.com/film/frances-ha/
The Fall Guy,N/A,N/A,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",https://a.ltrbxd.com/resized/sm/upload/py/3e/ef/co/fall%20guy-1200-1200-675-675-crop-000000.jpg?v=7384150e1d,https://letterboxd.com/film/the-fall-guy-2024/
John Wick: Chapter 2,N/A,N/A,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",https://a.ltrbxd.com/resized/sm/upload/de/gu/a5/e4/john-wick-2-1200-1200-675-675-crop-000000.jpg?v=033ad850c4,https://letterboxd.com/film/john-wick-chapter-2/
Ready Player One,N/A,N/A,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",https://a.ltrbxd.com/resized/sm/upload/55/qw/ol/78/ready-player-one-1200-1200-675-675-crop-000000.jpg?v=bb291b3306,https://letterboxd.com/film/ready-player-one/
Good Time,N/A,N/A,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City’s underworld to get his brother Nick out of jail.",https://a.ltrbxd.com/resized/sm/upload/ga/f8/i6/1h/good1-1200-1200-675-675-crop-000000.jpg?v=3b5f6be87f,https://letterboxd.com/film/good-time/
Silver Linings Playbook,N/A,N/A,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",https://a.ltrbxd.com/resized/sm/upload/q2/wh/1h/rv/the-silver-linings-playbook-1200-1200-675-675-crop-000000.jpg?v=213e9be437,https://letterboxd.com/film/silver-linings-playbook/
It Chapter Two,N/A,N/A,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers’ Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",https://a.ltrbxd.com/resized/sm/upload/5x/qd/4c/p8/87B6987C-2286-411B-97D4-84FF9520BD91-1200-1200-675-675-crop-000000.jpg?v=3dc1f473e4,https://letterboxd.com/film/it-chapter-two/
"Three Billboards Outside Ebbing, Missouri",N/A,N/A,"After seven months have passed without a culprit in her daughter’s murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town’s revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother’s boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing’s law enforcement is only exacerbated.",https://a.ltrbxd.com/resized/sm/upload/32/e7/s0/pi/three-billboards-1200-1200-675-675-crop-000000.jpg?v=051d0456cd,https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/
Notting Hill,N/A,N/A,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",https://a.ltrbxd.com/resized/sm/upload/nh/0e/rc/g9/notting-hill-1200-1200-675-675-crop-000000.jpg?v=0fc04715d8,https://letterboxd.com/film/notting-hill/
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),N/A,N/A,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",https://a.ltrbxd.com/resized/sm/upload/7n/vv/rl/gi/birds-of-prey-1200-1200-675-675-crop-000000.jpg?v=6cce61a998,https://letterboxd.com/film/birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn/
Citizen Kane,N/A,N/A,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",https://a.ltrbxd.com/resized/sm/upload/9b/2v/zw/cc/zGutQCLUIQ5LakubDZtfM8s22eA-1200-1200-675-675-crop-000000.jpg?v=c4e0e0922a,https://letterboxd.com/film/citizen-kane/
Elemental,N/A,N/A,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",https://a.ltrbxd.com/resized/sm/upload/m5/2v/be/p5/elemental-1200-1200-675-675-crop-000000.jpg?v=854f77eca1,https://letterboxd.com/film/elemental-2023/
Thor: The Dark World,N/A,N/A,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",https://a.ltrbxd.com/resized/sm/upload/qw/k5/lg/pv/thor-the-dark-world-1200-1200-675-675-crop-000000.jpg?v=148c3467ba,https://letterboxd.com/film/thor-the-dark-world/
Zombieland,N/A,N/A,"Columbus has made a habit of running from what scares him. Tallahassee doesn’t have fears. If he did, he’d kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they’re about to stare down the most terrifying prospect of all: each other.",https://a.ltrbxd.com/resized/sm/upload/ue/rg/e3/53/zombieland-1200-1200-675-675-crop-000000.jpg?v=f499bc5286,https://letterboxd.com/film/zombieland/
How to Lose a Guy in 10 Days,N/A,N/A,"An advice columnist, Andie Anderson, tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana, loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry, who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",https://a.ltrbxd.com/resized/sm/upload/17/px/tv/c1/how-to-lose-a-guy-in-10-days-1200-1200-675-675-crop-000000.jpg?v=160d70583a,https://letterboxd.com/film/how-to-lose-a-guy-in-10-days/
Midnight in Paris,N/A,N/A,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,https://a.ltrbxd.com/resized/sm/upload/sh/7j/y2/8g/midnight-in-paris-1200-1200-675-675-crop-000000.jpg?v=ffe3c5d93b,https://letterboxd.com/film/midnight-in-paris/
A Quiet Place Part II,N/A,N/A,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",https://a.ltrbxd.com/resized/sm/upload/3f/6v/ze/kq/a-quiet-place-part-ii-1200-1200-675-675-crop-000000.jpg?v=08d71f5971,https://letterboxd.com/film/a-quiet-place-part-ii/
Rear Window,N/A,N/A,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,https://a.ltrbxd.com/resized/sm/upload/me/pm/hq/3d/rear-window-1200-1200-675-675-crop-000000.jpg?v=73be8923d1,https://letterboxd.com/film/rear-window/
The Princess Bride,N/A,N/A,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can’t stop these true lovebirds from triumphing.",https://a.ltrbxd.com/resized/sm/upload/bk/t3/rk/rg/princess-bride-1200-1200-675-675-crop-000000.jpg?v=6902556954,https://letterboxd.com/film/the-princess-bride/
Akira,N/A,N/A,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,https://a.ltrbxd.com/resized/sm/upload/a3/na/lc/i1/akira-1200-1200-675-675-crop-000000.jpg?v=0f65a387ac,https://letterboxd.com/film/akira/
mid90s,N/A,N/A,"In 1990s Los Angeles, a 13-year-old spends his summer navigating between a troubled home life and a crew of new friends he meets at a skate shop.",https://a.ltrbxd.com/resized/sm/upload/8g/hf/7m/xp/mid90s-1200-1200-675-675-crop-000000.jpg?v=1c584ad7ea,https://letterboxd.com/film/mid90s/
Ready or Not,N/A,N/A,"When a young bride marries into a ridiculously rich and delightfully deranged family, her wedding night becomes her worst nightmare as she’s forced to play a lethal game of hide-and-seek and must fight to stay alive.",https://a.ltrbxd.com/resized/sm/upload/ik/zn/j7/q0/ready-or-not-2019-1200-1200-675-675-crop-000000.jpg?v=1f0a992f62,https://letterboxd.com/film/ready-or-not-2019/
Ford v Ferrari,N/A,N/A,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",https://a.ltrbxd.com/resized/sm/upload/j6/rv/uv/sq/ford-v-ferrari-1200-1200-675-675-crop-000000.jpg?v=517b3758d4,https://letterboxd.com/film/ford-v-ferrari/
Green Book,N/A,N/A,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",https://a.ltrbxd.com/resized/sm/upload/tq/qx/6u/a5/green-book-1200-1200-675-675-crop-000000.jpg?v=0999c32e8f,https://letterboxd.com/film/green-book/
Carrie,N/A,N/A,"An awkward, telekinetic teenage girl’s lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",https://a.ltrbxd.com/resized/sm/upload/oy/wp/1g/b5/carrie-1200-1200-675-675-crop-000000.jpg?v=358988d90c,https://letterboxd.com/film/carrie-1976/
Saw,N/A,N/A,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",https://a.ltrbxd.com/resized/sm/upload/12/lq/pz/o4/saw-1200-1200-675-675-crop-000000.jpg?v=60c0ce282f,https://letterboxd.com/film/saw/
Ant-Man and the Wasp: Quantumania,N/A,N/A,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope’s parents Janet van Dyne and Hank Pym, and Scott’s daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",https://a.ltrbxd.com/resized/sm/upload/4e/v8/5x/1u/ant-man-and-the-wasp-quantumania-1200-1200-675-675-crop-000000.jpg?v=c4b9e3eb13,https://letterboxd.com/film/ant-man-and-the-wasp-quantumania/
Scream,N/A,N/A,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",https://a.ltrbxd.com/resized/sm/upload/4l/80/89/fx/scream-2022-1200-1200-675-675-crop-000000.jpg?v=3484dd3c92,https://letterboxd.com/film/scream-2022/
